student_ID,rank_label_1
0088dc183f73c83f763e,Top 2/3
00cbf05221bb479e66c3,Top 2/3
00df647ee4bf7173642f,Top 2/3
0107f72b66cbd1a0926d,Top 1/3
011d454f199c123d44ad,Top 1/3
01558eef77a8d39b7103,Top 1/3
016226278e6a69e10aa4,Top 2/3
01a691413dc5897db83f,Top 2/3
01d8aa21ef476b66c573,Top 1/3
01qkq6w2v62cimidb3b7,Top 3/3
02068067a434adb6556a,Top 3/3
0258f681a9e1756dfc76,Top 2/3
03754dce5ec7731fb3e2,Top 1/3
037a76bc8e6bf5fe1fc0,Top 1/3
03aa0b20dd4af1888eef,Top 2/3
03b463f52c0fff35433b,Top 1/3
03e0c9bff3a9557480d9,Top 2/3
04f2689b4ea16d8d7d9a,Top 3/3
0557b1363a5092b5811f,Top 2/3
0559e9cf806dab4cc20d,Top 2/3
056ab41140f68c15db14,Top 2/3
058c03d945c4ae0978a0,Top 1/3
05e1c3ce1728da7e37e0,Top 3/3
05e6d9723ab3cde0841d,Top 2/3
061db2c91f94c612f2d4,Top 1/3
06309f4c8785254f4c13,Top 1/3
06aff3e28c5db152f506,Top 1/3
071685b292483b04e836,Top 1/3
074d7f43de7264306775,Top 2/3
077d5c82c9ee5019220f,Top 1/3
07e3362d20ff4337671b,Top 1/3
091554ffa26fc9b17c36,Top 1/3
09400a9b50b6c96c5510,Top 1/3
098b2c66cbc1ed736e14,Top 1/3
0999173c045ee29a0b44,Top 1/3
09dfa3f18e48917f0242,Top 2/3
09e4bfadd7e012c37c7c,Top 1/3
0a7f1a73361654329281,Top 1/3
0a8736f6520cea837d94,Top 2/3
0b02f701b1179f9f74f9,Top 2/3
0b16d35f1f39a063708a,Top 2/3
0b28c0a454678b75eefb,Top 1/3
0b307ee95b41e222f204,Top 1/3
0b828e1ae026c57b34dd,Top 1/3
0b8bea274b24847526b7,Top 2/3
0bb8692f43a372e8d967,Top 1/3
0c57caf5358d30408034,Top 1/3
0c670262b3941d307600,Top 1/3
0c81ca27b7d931b6ff6e,Top 2/3
0d260d8fac2289c8ed9e,Top 2/3
0d4a3518a188f6888380,Top 1/3
0dapvs3h4h3h1ahmt2o8,Top 2/3
0df40593e76a840fd64b,Top 2/3
0e062d9fa22dc8e3bca2,Top 1/3
0e804947f4cdc2721046,Top 1/3
0eb6eec8b4bee8ab6a44,Top 2/3
0ef8b2c9e039eaace596,Top 2/3
0f160cd19890b97092b9,Top 1/3
0f8bd9e33125347965a1,Top 2/3
0fc996fff93c00ca5ced,Top 2/3
0gfiioqi5g8djhh1wzol,Top 3/3
0i1e50rz4mkhee97xvpo,Top 3/3
0lgtv09uoh3ova8sjbze,Top 3/3
0m2kzubx9r60wyrsjj7j,Top 3/3
0m8o7nuv982vnv3328qw,Top 3/3
0maggb1hf886m5u6p2vr,Top 3/3
0qamadarf6xhm9pm2jta,Top 3/3
0sgnvj4zfg3xjjb9fl6h,Top 3/3
0txd5enpfmbrth46w74b,Top 3/3
0z4mockl76xn8mhdaehw,Top 3/3
1096bd470d3ddff1ec1c,Top 2/3
10de703c06bf9d873d68,Top 1/3
10qi28ikwz4c4v22b06i,Top 3/3
10xnkvdetxarrkdhx4i9,Top 3/3
117ee98c7f916c88ddbb,Top 2/3
119b36a5797d5ce69625,Top 1/3
11dae4659d30031a10dd,Top 1/3
1202c731c612353ceef0,Top 2/3
1224ceafb61456a033d0,Top 2/3
12s3yomv0kltozc1qxc4,Top 3/3
1329b6cf41debecda787,Top 1/3
132c90d4a027a4477ad0,Top 2/3
1367d35cf39783effa7a,Top 3/3
139429592a9c23c08b71,Top 1/3
1397545fbe9882e5cd42,Top 1/3
13de1d3a55477a0c0329,Top 1/3
13f8b8305f6c25c21921,Top 2/3
13nq2h723zixyhir01lf,Top 3/3
148o63s7q5aitfxmmtrg,Top 2/3
151cd83784ab9007e8d8,Top 2/3
152a0c17daaaa4e65e14,Top 1/3
1552f58e2818ce7fa863,Top 2/3
15ab118362ecbbd03b52,Top 1/3
1629f353a742f6a73251,Top 1/3
166cb02ac436c9d3662f,Top 2/3
16c505069c1e5c2bece5,Top 1/3
16d68f70cf5e52d0b34a,Top 2/3
170a695a2717bcd9b74b,Top 2/3
17656005bd4086137ab7,Top 2/3
17dda5f588bed077c742,Top 1/3
17e429460d5fda251953,Top 2/3
17f2d0e73044110cdea5,Top 1/3
18654732ca312afc173f,Top 1/3
1883af270e36a7580332,Top 1/3
18cdd44af62c6935e7a0,Top 2/3
1974349ec27d7d67bf08,Top 2/3
19793e7e55b68c8dd776,Top 2/3
19buea1jycypffshcw38,Top 3/3
19fb3075dd2798538c9d,Top 1/3
19rc4zj7sw4ms0996992,Top 3/3
1afepx549ssnar1m9acp,Top 3/3
1b0baf552d2cd47ee10b,Top 1/3
1b25734414fcc7466153,Top 2/3
1b36a3223f9dd94a211f,Top 2/3
1bd9bb053a3ac1bba507,Top 1/3
1c2aef3af32f6323a31d,Top 1/3
1ca19e51244cdd3f09ff,Top 1/3
1cfe33c5b178a0c2367f,Top 1/3
1d50eac067378042684b,Top 2/3
1d7229e0f5f825007870,Top 1/3
1e25b47eaef62694a236,Top 1/3
1eekhswi2ckx4uw0j1c9,Top 3/3
1f4oscu6io8xlog2157e,Top 3/3
1f56b6bda24efafcf3a4,Top 2/3
1f67cb2e7affbb00b6c8,Top 2/3
1fa4f2361b8a03040292,Top 1/3
1fc5b87acdfc2a8b580c,Top 1/3
1feef8b4129f5bf21e67,Top 1/3
1hrtipd0awjpggdje5e2,Top 3/3
1hues7esy9erdsses6m0,Top 3/3
1kvfwfp2hr5hjxjxzjqd,Top 2/3
1mp9yiw6rkrr3846047g,Top 3/3
1n42senfkcjopw1zh39l,Top 3/3
1nebcwra7a0fduy8c1fa,Top 3/3
1nyzl7s790ta4c8r1l9g,Top 3/3
1otvyki9oso9bg6ob16u,Top 3/3
1t6e0wa99fijxi3ssnzk,Top 3/3
1vb2vsoy23nr0monflhx,Top 3/3
2007f4965d2aa6064a25,Top 1/3
204a7d6db340a3c18ca7,Top 1/3
204fdbe885269686a392,Top 2/3
20f97b68982d1b2f5c73,Top 2/3
211ed39c57c6e6cdefbf,Top 1/3
2150588a5903d9a77b79,Top 2/3
217c87d59a4372c4f3fc,Top 2/3
219jkfkejubvu4dvuv13,Top 3/3
21e23771e52cb5291b19,Top 2/3
21fc5674d24be8e9da89,Top 1/3
222d5ee50487a2b8601b,Top 1/3
22ae866c664a147f9971,Top 1/3
22fey6dqzcrm0jbtfnmm,Top 2/3
22wb5ostye8edvfar59p,Top 3/3
23dd64a1d2e4965198bf,Top 1/3
23f1f5d3d90e2890a423,Top 2/3
24524df0ca55659c384e,Top 2/3
24ca7714d40e2fe53821,Top 2/3
25019b8f1c3ac537894b,Top 1/3
25c8e1ae2335e8c3e5b3,Top 2/3
264320c6b92b92795ba0,Top 2/3
27cc9165eef05eb1733f,Top 1/3
2826ec26211d83efd2c6,Top 1/3
2842c82981077b78b3cd,Top 2/3
28719a42e0cbf4991b7f,Top 1/3
28bc8af257c48eac3bf1,Top 1/3
28d90a892cc66338f962,Top 2/3
28tmrs0kyrrh1odyvf21,Top 3/3
29172d2e39ca0d890848,Top 1/3
2933a3227c7ce7fe21eb,Top 2/3
2959d8017312337a2ba6,Top 2/3
29acddb87cfe062d73f5,Top 2/3
2a003b122e9500e465c4,Top 2/3
2a515047aa9d085849a2,Top 2/3
2a6394114c31a10dc92b,Top 2/3
2a6ap0t2rsvoogmydj3a,Top 3/3
2af634997fba501740c2,Top 1/3
2b3492096a4d12bb86cd,Top 3/3
2b54ed4af8281eb82f58,Top 2/3
2b935bfe06ef02369807,Top 1/3
2b9ef4e3749f713870b0,Top 2/3
2c27d4de6ae130e7e242,Top 2/3
2c3b89432513b2035664,Top 1/3
2c6339f7c23a64d02081,Top 1/3
2c7d02c44b47e3d24d52,Top 1/3
2ccfa5f79c8b61e465d4,Top 2/3
2d526c27123e59103e29,Top 2/3
2d9a38c93e37bc475cb6,Top 1/3
2db6dd71f1d07300382c,Top 1/3
2ddkknvpbz2j9wlvybtj,Top 2/3
2e2c00240c341a4265e3,Top 1/3
2e3e7cbe0e69add8d31a,Top 2/3
2e40c1b07d32d3b80862,Top 2/3
2e54b1c7bff5847c82a8,Top 2/3
2ea821273e01ec758583,Top 1/3
2ecb7fb5ff8899614c12,Top 1/3
2egpenarap9h0a2k0bc5,Top 3/3
2f3c37735e817244e646,Top 1/3
2f3ef424b925a9881b81,Top 2/3
2fe9648ea28753c73c2c,Top 2/3
2h9c9tdsnoz1hyzo5frt,Top 3/3
2jvnsh0veb6qnn3uv6i8,Top 2/3
2krjeqjgjqfuumdo3ibt,Top 3/3
2svwdpmdpjsdzafekntw,Top 3/3
2ui63dibc4r8oo0p9agh,Top 3/3
2uxkhe454qk8jvk0ufvp,Top 2/3
2xk6toebmkxdw8f2bypd,Top 1/3
2xsbkm76x36qvddrl2yo,Top 3/3
2zfdinkl7qrn0o62tlp4,Top 3/3
301f57984e5d2969c938,Top 1/3
306627b1ecbdf4e3aa34,Top 2/3
3094825929f936abb792,Top 2/3
311abc37a94ae8afe41a,Top 1/3
31741464205aa8cdb4f5,Top 1/3
3267b84814316e2fa25e,Top 1/3
329622100fe091a4c48c,Top 2/3
32n93dfesjggabieb85t,Top 2/3
3313c40ea45a87f9d2e7,Top 1/3
33184c1cba6a37cdbda2,Top 2/3
33b73273ab8e1a11fcda,Top 1/3
33c123d08dc07edb50f9,Top 1/3
33ddb1517601db520cd6,Top 1/3
34aaaa47df8c4aa4d926,Top 2/3
34qcy2qj5lij7g82hpvw,Top 3/3
3531c5f9d520759ba697,Top 1/3
3555053023c67d592439,Top 1/3
3565d61f3efec69e611c,Top 1/3
359f25d9131a0699405b,Top 2/3
35e028ec34bfdb7a6d26,Top 2/3
35wcdp4s13xmtyq5f7os,Top 3/3
360820d6620d17d1b48b,Top 1/3
3672e2896ad7d8f2404e,Top 1/3
367c27a001837dabb2e9,Top 2/3
36ebf305b7206112f676,Top 1/3
374ff25490a1f0aba47f,Top 2/3
37905cfdcd105683aaf4,Top 1/3
37ae91c472189108a737,Top 1/3
37f3b3d773c5c073bc9a,Top 1/3
38357be0ab369a9ae942,Top 1/3
388090578f22a3c33738,Top 1/3
390d1fc3b78420815190,Top 2/3
3919286d3d8c4f4d339c,Top 2/3
3a9d955e2ef47191a742,Top 2/3
3ab864e1e692786fefd2,Top 2/3
3ac65fbc295f5fbd2ff7,Top 1/3
3b3b2319b0995f149ecc,Top 2/3
3b6f3bb370f3107e257d,Top 1/3
3ba42ec5350aacb0750a,Top 2/3
3bf7b3c9aa7d93ecb603,Top 2/3
3c1b9222136b752563f6,Top 1/3
3c37e3ad275dcdd39e2c,Top 1/3
3c71b62d597098c4cd18,Top 1/3
3c89c7f1db26ae691db8,Top 2/3
3cic5ziycjx4ik4ll0v1,Top 3/3
3d63ba961a5f3a60616a,Top 1/3
3dba043eb6065ad3a343,Top 3/3
3dglsy7ee3ytfq1lpwlv,Top 3/3
3e4e608ace87fe97bdb5,Top 1/3
3f34e3108d1108dab0fd,Top 1/3
3f55d44d7572d52b2987,Top 1/3
3f81bf9625e47ca1963f,Top 1/3
3fee5c27236cbb682727,Top 1/3
3ff069e95a9047dbfa8b,Top 1/3
3iz4t53ooerb6sruxf3n,Top 3/3
3lbe8ny12qw7qwcyihpn,Top 3/3
3m4gx52iq3mwqdycm8mm,Top 2/3
3p34idi1traz2k8j0ulk,Top 2/3
3qvqfnzdg358mord1cku,Top 2/3
3w0b2b1gz9i1nhmtab7s,Top 3/3
3ywgcurp27qp1fydp27z,Top 3/3
40eb36011ced9a882ea9,Top 1/3
40rkj6cwy12hdupgq4w2,Top 2/3
41126caf1874c098d357,Top 1/3
4130weedl0x9hc7qe5a4,Top 3/3
413cbf664ac3ba8307ea,Top 1/3
4156dc6090d72c95c23b,Top 1/3
418f4730434eaced55a2,Top 1/3
41abb1b9df74d29b7732,Top 1/3
41e9ff991a4a21f423a8,Top 1/3
41f718ae2aed1d6c2573,Top 2/3
424de2c5e2c1f5652cdc,Top 2/3
42dd5f9cd9e2c3ac9ed7,Top 2/3
42e83553ca9d77ab4aee,Top 1/3
430420fb41fe0a889868,Top 1/3
432fd26823e230070734,Top 2/3
4388d48ebff4cf866ecd,Top 3/3
43d34a076620e32fedfa,Top 2/3
43d98a750c726bb39d11,Top 1/3
43vri1lqbgiiwbkaskqd,Top 2/3
446d2ad0ca2908ffa4f9,Top 1/3
4474f24ef69e01e2c001,Top 3/3
4478eae73fb84cedb102,Top 2/3
44c7cf3881ae07f7fb3e,Top 2/3
44c7cf3881ae07f7fb3eD,Top 3/3
44x159fl0pw2uucriuga,Top 2/3
451b0095938a3c54efc4,Top 2/3
453d43b3f6bdf467e672,Top 1/3
454c91e8f96c1dc4e994,Top 2/3
45b6cc87a7e957f83027,Top 1/3
460fa4961434cf281423,Top 1/3
46a60ed041c8ebf98061,Top 1/3
46a7a18ca160c829a15f,Top 2/3
46e2d5243b6eef040f97,Top 1/3
4738a118c8b8fa271fd6,Top 1/3
47b08a7751ab609be9e5,Top 1/3
47eeab842793b09300c3,Top 2/3
47vclaej1xmb0rc8kgka,Top 3/3
4884f3bdc068ef01e042,Top 2/3
488934d01a504bc212b4,Top 1/3
488fc49e8fccd665c3e2,Top 2/3
48a71a6a5a15e31084e3,Top 1/3
48a96425072cefa0dc69,Top 2/3
48ad93c227abfa9542aa,Top 2/3
498121d2486259ef1b3a,Top 2/3
49a91a4dce6838ffcbcd,Top 2/3
49b95110a8c59f6b6c58,Top 2/3
49ef48443e09f8be12f6,Top 1/3
4a0890c15c26984c191f,Top 2/3
4a6e1cf1e4e9d8f54717,Top 1/3
4a7f53c0a376edadf38a,Top 2/3
4aa8ff74dc576b7adbcd,Top 2/3
4acutl013itvh9va99p7,Top 3/3
4atjmlccken75lck9ffp,Top 3/3
4bceaffe5e429ed3333b,Top 1/3
4bq1kdgygbtif8w80s5y,Top 3/3
4c26df96293b4a52bc03,Top 1/3
4c79be630ae9d3db6aaf,Top 2/3
4c90f16c0fcd85d3de25,Top 2/3
4ca5c8ea55be09213d14,Top 1/3
4cb96f0d9108066442a8,Top 1/3
4cc0dc56eecea1d928d1,Top 2/3
4dfdfa5e1a04c832b9b4,Top 2/3
4e4bb1f26e34ca0a13dc,Top 1/3
4e508744a9816cc4586a,Top 1/3
4e693829528e3e7de62a,Top 2/3
4e768251c78b687fa993,Top 2/3
4edfd2e1b7c5c5d1d384,Top 2/3
4erna0vkk9gu5umle1se,Top 3/3
4ewf46mylf75olvvihqj,Top 3/3
4fl8e5s0nf65bm2m34f0,Top 3/3
4glo109mkgy7azntyttp,Top 2/3
4i0t5tq7o78lvc1zglgr,Top 3/3
4nun1ah7qw10q705a2aq,Top 3/3
4oqxw56hzk4fk8aqh3e0,Top 3/3
4v5xbvn3yhmvs97477pc,Top 3/3
4vnvytgnlmv4jbfw9h3t,Top 3/3
4x441h9y6wzknmtdw7q4,Top 3/3
4xh67ezjc331pg9q3kfv,Top 3/3
4y1vvkscejq34042oag4,Top 3/3
4ycyhj8tyx2b17fcx29j,Top 3/3
504278569f7c6dff25e3,Top 1/3
50673b01fd2b0c765572,Top 2/3
50fec4ca4283ad18c000,Top 1/3
510a90cd169e2eb042ab,Top 2/3
522837ace4fd8dd743f2,Top 2/3
52a24e35d5356ab34a2e,Top 2/3
52d965ebf3ec0518bc0f,Top 1/3
52f1bca9ac9c792e4457,Top 1/3
52f4899e918b57df28da,Top 1/3
533bc4c6716035e694ac,Top 2/3
539911ee11c1b2aaeb88,Top 1/3
53d51965c40a54cff1a0,Top 1/3
54342435561e775ce97f,Top 1/3
545eb6c8154273344669,Top 1/3
5479f88afb95288d6392,Top 1/3
54826f4abf592713d585,Top 1/3
54f91ccb08cbece520da,Top 1/3
552365f82674884bcaaa,Top 1/3
553l2g7kpifbvn82knxk,Top 2/3
55a47a152d359522e38d,Top 2/3
57709f904b1cc9ec60b1,Top 2/3
57c33a6126c456c5ada8,Top 2/3
57f84519c468df122d69,Top 1/3
580e98185da72b5f34cd,Top 2/3
58n0dsxyyqnriomw67id,Top 2/3
58widcj6smafuwyqxw2m,Top 3/3
5914db0d4427b322e8af,Top 3/3
5963ba5cd9d242a00e22,Top 2/3
59bybxqvhton27u0jtfm,Top 3/3
5a44a7c59729d41d596a,Top 3/3
5a8cce5abee961fc77f3,Top 1/3
5abcc9d4fb5e764b2f6f,Top 2/3
5ada57d72f07c3803d33,Top 1/3
5b5ef66e547d63806a56,Top 2/3
5bdad002590327215ae0,Top 1/3
5be7405ad4ae9d9a2853,Top 2/3
5c33bb784bb99763ed74,Top 1/3
5c83f4ed6601ddf1a6fa,Top 1/3
5cda8273b348fbda9f29,Top 2/3
5d16326e4577a67d94c6,Top 2/3
5d2379fb72082166dee3,Top 1/3
5d580a610c7f8114eb5c,Top 1/3
5d89810b20079366fcc2,Top 2/3
5dmn9cwdf4l1snqfjw1p,Top 3/3
5e12a0421c20717035cb,Top 2/3
5e29473eb1e80fde79a0,Top 2/3
5e89fad73b2ada2a30bf,Top 2/3
5ez4c53h3kdamnlvkpna,Top 3/3
5f55600069b483f999f5,Top 2/3
5f7b406b2bbf9789735f,Top 1/3
5f8d87412f69e3d9fb13,Top 1/3
5faa3d19e595ab735fda,Top 2/3
5fbaf8a0f524358778bb,Top 1/3
5gs9643ghg39gpkgi3e5,Top 3/3
5jxldd3plo4x6oq140l5,Top 3/3
5kqtdcvyt7rgqdoextw8,Top 2/3
5l1b1ma70rilf7mojch5,Top 3/3
5m6lgwi0mkqs8ilg3qqs,Top 1/3
5mrih4nj5agvu67vao4m,Top 2/3
5qfsd40k8fv54hc102p2,Top 2/3
5rxl72n8rmnxwrxcss0q,Top 2/3
5slhcx7pnjhcmlbfffu6,Top 3/3
5zczdtyecu2w495j80xv,Top 2/3
6002b9ec0f4ad0b281cf,Top 1/3
60c3549c706fe13322ce,Top 1/3
6106e5232ac32bc22d1d,Top 2/3
61de1e21015e07aacbe8,Top 2/3
62156eada978f707f5d2,Top 1/3
6273f50d9a0b4e6d971c,Top 1/3
628bztd9ybuth5efk7nw,Top 2/3
62a877b83219f7974fd0,Top 1/3
62olkigg7ntlaf6fzytl,Top 2/3
6314d7cbc465e29f357c,Top 2/3
63aded37545ab92d41d4,Top 2/3
63c38a00d97e62c31e08,Top 1/3
63eef37311aaac915a45,Top 2/3
63ff3dff3eb31d62ab3e,Top 2/3
6486c0664d217470d126,Top 1/3
6496d6268092ef8e7e9d,Top 2/3
64d1d58d40bca568347c,Top 1/3
64d65eddd629b80922f1,Top 2/3
6569uz69or21mbcejw25,Top 3/3
6604efc6fd93e070f40a,Top 1/3
663aff87732c52f0e342,Top 2/3
66d7c0bdb21b7d5bd83d,Top 2/3
66f99grd556eyxjqk7pz,Top 3/3
67456512891f96cc0fc3,Top 1/3
67f8d47cfb7b7b3d2095,Top 2/3
6837091518a3524730fb,Top 2/3
687ndz7mxhpv3gg91ie2,Top 3/3
68c45e933c2dc939e7c9,Top 1/3
6923e581d76689cb57a1,Top 2/3
6964a3d507ac1ecf9e52,Top 2/3
69a4b3d15a5bf0d0e43e,Top 2/3
69ae85efb03510241445,Top 1/3
6a62f52203bda35656be,Top 2/3
6ab4994b59925a6d1bba,Top 2/3
6abeead45fd57abadaff,Top 2/3
6ae7d356ba998218af82,Top 1/3
6b0cc09c9daf2966d1a7,Top 2/3
6b22922bfe081d68c7a6,Top 2/3
6b9ee688551136da2eb9,Top 1/3
6c14ce386a9cda72549c,Top 1/3
6cbcdec2dffbcf09a91a,Top 1/3
6cxj0lsinp9d7215gtpe,Top 3/3
6d22912e7e93a96a8690,Top 1/3
